Neuron_ID,Diff_Mag,Ratio_Mag,Diff_Freq,FT_Mag_P,FT_Mag_C,Base_Mag_P,Base_Mag_C,FT_Freq_P,FT_Freq_C,Base_Freq_P,Base_Freq_C
2068,0.005250178277492523,0.8703810811013898,0.012247651815414429,-0.03524782881140709,-0.04049800708889961,-0.04310964047908783,-0.04804698005318642,0.28390634059906006,0.27165868878364563,0.2656819224357605,0.25328248739242554
2069,-0.01956862211227417,0.9690353416575266,-0.004582226276397705,0.6124290227890015,0.6319976449012756,0.2753370702266693,0.27326223254203796,0.8142645359039307,0.8188467621803284,0.7568305730819702,0.7605020403862
2070,-0.0008229278028011322,1.0249708086449092,-0.003244549036026001,-0.033819567412137985,-0.03299663960933685,-0.03463653102517128,-0.033655982464551926,0.2876441776752472,0.2908887267112732,0.28548115491867065,0.2881375253200531
2071,-0.015417307615280151,0.8115732656519599,-0.005692183971405029,0.06640823185443878,0.08182553946971893,0.17120224237442017,0.1972118467092514,0.5392379760742188,0.5449301600456238,0.5938733220100403,0.5955809354782104
2072,0.0017969273030757904,0.9473436835463429,0.0050944983959198,-0.03231066092848778,-0.03410758823156357,-0.022240981459617615,-0.02490243688225746,0.218408465385437,0.2133139669895172,0.2666780352592468,0.260938435792923
2073,-0.00043385475873947144,1.006629458900226,-0.001109972596168518,-0.06602916121482849,-0.06559530645608902,-0.06103075295686722,-0.05945371091365814,0.1865987330675125,0.18770870566368103,0.20023147761821747,0.20186322927474976
2074,-0.0005266256630420685,1.0084434094052,-0.0008728057146072388,-0.06301727145910263,-0.06249064579606056,-0.05790941044688225,-0.05736107379198074,0.22713644802570343,0.22800925374031067,0.24128149449825287,0.2412625104188919
2075,-0.0009705573320388794,1.012046711632134,-0.003263510763645172,-0.0816207304596901,-0.08065017312765121,-0.09163346141576767,-0.09064049273729324,0.0990152508020401,0.10227876156568527,0.09816142916679382,0.1011403277516365
2076,-0.000743720680475235,1.016515394995694,-0.003396332263946533,-0.04583723470568657,-0.045093514025211334,-0.028283847495913506,-0.026653600856661797,0.24559804797172546,0.248994380235672,0.27130767703056335,0.27753111720085144
2077,-0.000318821519613266,1.0063630596685522,0.0013281702995300293,-0.05058204382658005,-0.05026322230696678,-0.048669926822185516,-0.04834936559200287,0.10681352019309998,0.10548534989356995,0.10965012013912201,0.10785708576440811
2078,0.005553360329940915,3.768248098825009,0.013139396905899048,0.007558091077953577,0.002004730748012662,0.15326514840126038,0.15680202841758728,0.35357844829559326,0.3404390513896942,0.6702337265014648,0.6681845784187317
2079,-0.0019932687282562256,0.9889014132307072,-0.014998853206634521,0.1776924580335617,0.17968572676181793,0.1459253579378128,0.14649514853954315,0.5889400839805603,0.6039389371871948,0.5846235156059265,0.600305438041687
2080,0.005907138809561729,1.4742071070332057,0.009192854166030884,0.018360905349254608,0.012453766539692879,0.0017100132536143064,-0.003612876869738102,0.34557148814201355,0.33637863397598267,0.31555479764938354,0.30698806047439575
2081,0.003811076283454895,0.9210799297970824,0.012560725212097168,-0.044467583298683167,-0.04827865958213806,-0.04214315861463547,-0.04581482335925102,0.2749791145324707,0.26241838932037354,0.28155356645584106,0.2686513364315033
2082,0.0029259473085403442,1.024046597738706,0.014960944652557373,0.12456158548593521,0.12163563817739487,0.2945462763309479,0.3023017346858978,0.654694139957428,0.6397331953048706,0.7670385241508484,0.7722753286361694
2083,0.005303425248712301,0.35152365012030345,0.011298924684524536,-0.002874318975955248,-0.00817774422466755,0.004110671114176512,0.0009883977472782135,0.33129361271858215,0.3199946880340576,0.3853502571582794,0.3809483051300049
2084,0.012348635122179985,1.548274599200986,0.028090864419937134,0.03486853092908859,0.022519895806908607,0.03571135178208351,0.022937722504138947,0.45286884903907776,0.4247779846191406,0.4562177360057831,0.4276335537433624
2085,-0.0008299937471747398,1.0694220068887987,0.0027986466884613037,-0.012801171280443668,-0.011971177533268929,0.002518625929951668,0.003870819928124547,0.2982221245765686,0.2954234778881073,0.32127541303634644,0.3195013403892517
2086,-0.0016444367356598377,1.7765364752760147,0.0003415346145629883,-0.0037643800023943186,-0.002119943266734481,-0.021429525688290596,-0.018726905807852745,0.3007931113243103,0.3004515767097473,0.2710040807723999,0.2740304172039032
